Sales Person,Country,Product,Amount,Boxes Shipped,Day,Month,Year,Price Per Box
Beverie Moffet,New Zealand,Organic Choco Syrup,7229.26,215,Wednesday,May,2023,33.62446511627907
Gunar Cockshoot,UK,50% Dark Bites,2260.21,128,Friday,January,2023,17.657890625
Marney O'Breen,USA,Raspberry Choco,6206.9,149,Tuesday,May,2023,41.65704697986577
Jehu Rudeforth,UK,White Choc,1889.83,286,Thursday,June,2023,6.607797202797203
Jehu Rudeforth,New Zealand,85% Dark Bars,7797.24,88,Saturday,March,2023,88.605
Dotty Strutley,USA,85% Dark Bars,11644.92,536,Tuesday,April,2023,21.725597014925373
Rafaelita Blaksland,Australia,Smooth Sliky Salty,4207.22,255,Tuesday,May,2023,16.498901960784316
Curtice Advani,India,Manuka Honey Choco,1683.88,169,Tuesday,May,2023,9.963786982248521
Mallorie Waber,USA,Peanut Butter Cubes,1337.36,18,Tuesday,May,2023,74.29777777777777
Van Tuxwell,Canada,Peanut Butter Cubes,7147.04,300,Saturday,June,2023,23.823466666666665
Kelci Walkden,New Zealand,Smooth Sliky Salty,12030.46,296,Saturday,March,2023,40.64344594594594
Rafaelita Blaksland,USA,Smooth Sliky Salty,15844.58,232,Thursday,July,2023,68.29560344827586
Rafaelita Blaksland,USA,White Choc,5025.84,133,Wednesday,August,2023,37.78827067669173
Roddy Speechley,Canada,Smooth Sliky Salty,9902.03,12,Tuesday,March,2023,825.1691666666667
Curtice Advani,New Zealand,After Nines,7944.07,33,Wednesday,April,2023,240.72939393939393
Camilla Castle,India,85% Dark Bars,9523.65,55,Thursday,May,2023,173.15727272727273
Ches Bonnell,USA,Choco Coated Almonds,16240.71,93,Wednesday,January,2023,174.63129032258064
Marney O'Breen,Australia,Baker's Choco Chips,5891.94,109,Friday,January,2023,54.054495412844034
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,6924.52,94,Tuesday,July,2023,73.66510638297873
Kaine Padly,Australia,Mint Chip Choco,4552.57,158,Wednesday,May,2023,28.81373417721519
Camilla Castle,New Zealand,Peanut Butter Cubes,1724.91,60,Friday,July,2023,28.7485
Curtice Advani,Canada,Organic Choco Syrup,897.3,21,Wednesday,February,2023,42.72857142857143
Jan Morforth,India,99% Dark & Pure,10283.9,178,Tuesday,May,2023,57.774719101123594
Rafaelita Blaksland,Canada,Drinking Coco,10415.77,200,Wednesday,July,2023,52.07885
Jan Morforth,UK,Orange Choco,4220.83,193,Thursday,June,2023,21.86958549222798
Barr Faughny,New Zealand,50% Dark Bites,4909.86,304,Friday,June,2023,16.150855263157894
Curtice Advani,Australia,Eclairs,6549.62,53,Saturday,March,2023,123.57773584905661
Jan Morforth,India,Caramel Stuffed Bars,88.72,165,Tuesday,July,2023,0.5376969696969697
Andria Kimpton,UK,White Choc,9793.16,110,Friday,May,2023,89.02872727272727
Camilla Castle,New Zealand,Raspberry Choco,4823.65,143,Tuesday,April,2023,33.73181818181818
Madelene Upcott,Australia,Orange Choco,7556.55,404,Saturday,April,2023,18.704331683168316
Roddy Speechley,Canada,Eclairs,7082.03,95,Wednesday,March,2023,74.54768421052631
Karlen McCaffrey,India,White Choc,8361.47,231,Tuesday,January,2023,36.19683982683983
Wilone O'Kielt,India,Mint Chip Choco,1310.5,52,Tuesday,August,2023,25.201923076923077
Andria Kimpton,UK,99% Dark & Pure,1288.1,67,Tuesday,July,2023,19.225373134328358
Marney O'Breen,UK,50% Dark Bites,3288.29,133,Wednesday,June,2023,24.723984962406014
Ches Bonnell,India,Choco Coated Almonds,10669.09,85,Wednesday,April,2023,125.51870588235295
Madelene Upcott,UK,Raspberry Choco,7361.93,344,Saturday,August,2023,21.40095930232558
Wilone O'Kielt,Australia,50% Dark Bites,10336.22,123,Thursday,August,2023,84.03430894308943
Gigi Bohling,Canada,White Choc,6985.95,4,Tuesday,July,2023,1746.4875
Wilone O'Kielt,New Zealand,Eclairs,3394.46,21,Saturday,March,2023,161.64095238095237
Brien Boise,UK,Peanut Butter Cubes,15337.23,31,Tuesday,January,2023,494.7493548387097
Roddy Speechley,UK,Baker's Choco Chips,15925.17,378,Tuesday,April,2023,42.13007936507937
Karlen McCaffrey,Australia,50% Dark Bites,7355.77,772,Tuesday,January,2023,9.528199481865286
Marney O'Breen,New Zealand,Organic Choco Syrup,9489.27,54,Saturday,July,2023,175.72722222222222
Jan Morforth,UK,Organic Choco Syrup,1281.32,354,Wednesday,April,2023,3.61954802259887
Rafaelita Blaksland,Canada,Fruit & Nut Bars,518.07,192,Thursday,August,2023,2.6982812500000004
Ches Bonnell,UK,Choco Coated Almonds,1933.56,239,Wednesday,June,2023,8.090209205020921
Gunar Cockshoot,Canada,Almond Choco,1308.52,30,Friday,July,2023,43.617333333333335
Husein Augar,USA,99% Dark & Pure,9878.5,111,Tuesday,February,2023,88.99549549549549
Dennison Crosswaite,Canada,Mint Chip Choco,1943.7,297,Saturday,April,2023,6.544444444444444
Brien Boise,UK,Manuka Honey Choco,80.62,103,Wednesday,June,2023,0.7827184466019418
Van Tuxwell,UK,Baker's Choco Chips,2678.37,20,Friday,March,2023,133.9185
Barr Faughny,Australia,Caramel Stuffed Bars,2931.1,60,Saturday,July,2023,48.85166666666667
Dennison Crosswaite,USA,Eclairs,2316.09,90,Thursday,May,2023,25.734333333333336
Gigi Bohling,Australia,Raspberry Choco,6722.22,330,Thursday,March,2023,20.37036363636364
Dennison Crosswaite,USA,Organic Choco Syrup,14528.51,134,Tuesday,July,2023,108.42171641791045
Beverie Moffet,Canada,Orange Choco,9390.28,104,Wednesday,May,2023,90.29115384615385
Mallorie Waber,Australia,Choco Coated Almonds,16230.41,94,Saturday,March,2023,172.66393617021276
Ches Bonnell,India,Caramel Stuffed Bars,7224.39,55,Thursday,June,2023,131.35254545454546
Van Tuxwell,Canada,50% Dark Bites,15567.58,57,Friday,May,2023,273.11543859649123
Kelci Walkden,New Zealand,Baker's Choco Chips,2964.2,105,Friday,June,2023,28.23047619047619
Beverie Moffet,India,Spicy Special Slims,3357.08,186,Friday,April,2023,18.048817204301074
Gigi Bohling,Australia,Almond Choco,1010.37,127,Thursday,August,2023,7.955669291338583
Rafaelita Blaksland,New Zealand,Eclairs,20470.43,54,Tuesday,February,2023,379.082037037037
Kelci Walkden,Canada,Smooth Sliky Salty,8762.75,115,Friday,March,2023,76.19782608695652
Jan Morforth,India,Baker's Choco Chips,14613.52,85,Tuesday,August,2023,171.92376470588235
Jehu Rudeforth,Australia,Milk Bars,9839.46,31,Saturday,March,2023,317.40193548387094
Gigi Bohling,Canada,Fruit & Nut Bars,6633.23,103,Wednesday,June,2023,64.40029126213592
Beverie Moffet,UK,Eclairs,9749.07,169,Saturday,April,2023,57.68680473372781
Marney O'Breen,New Zealand,Eclairs,5254.38,31,Wednesday,January,2023,169.49612903225807
Husein Augar,Australia,99% Dark & Pure,3430.43,123,Saturday,August,2023,27.889674796747965
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,10454.55,434,Saturday,June,2023,24.088824884792626
Curtice Advani,Canada,70% Dark Bites,2413.87,7,Tuesday,January,2023,344.8385714285714
Kelci Walkden,New Zealand,Manuka Honey Choco,1445.14,108,Saturday,April,2023,13.380925925925927
Dotty Strutley,Australia,Baker's Choco Chips,4022.64,71,Wednesday,June,2023,56.6569014084507
Barr Faughny,Australia,85% Dark Bars,8651.2,43,Friday,February,2023,201.19069767441863
Beverie Moffet,Australia,50% Dark Bites,725.16,453,Tuesday,May,2023,1.600794701986755
Gunar Cockshoot,India,Baker's Choco Chips,2385.4,540,Saturday,March,2023,4.417407407407407
Van Tuxwell,Australia,50% Dark Bites,726.04,131,Thursday,July,2023,5.542290076335878
Oby Sorrel,USA,Manuka Honey Choco,4742.35,83,Tuesday,July,2023,57.13674698795181
Van Tuxwell,Canada,Choco Coated Almonds,2556.96,312,Saturday,August,2023,8.195384615384615
Karlen McCaffrey,Canada,70% Dark Bites,8376.69,646,Saturday,June,2023,12.96701238390093
Kelci Walkden,Canada,Fruit & Nut Bars,840.71,162,Tuesday,June,2023,5.189567901234568
Camilla Castle,India,99% Dark & Pure,207.87,216,Wednesday,August,2023,0.9623611111111111
Madelene Upcott,New Zealand,70% Dark Bites,13370.34,94,Wednesday,February,2023,142.2376595744681
Mallorie Waber,New Zealand,Orange Choco,6811.37,25,Wednesday,February,2023,272.4548
Jan Morforth,Canada,70% Dark Bites,6096.52,300,Tuesday,February,2023,20.321733333333334
Kelci Walkden,Australia,Milk Bars,8684.58,120,Friday,February,2023,72.3715
Dennison Crosswaite,India,Orange Choco,873.26,140,Saturday,March,2023,6.237571428571428
Husein Augar,UK,Eclairs,1912.66,253,Wednesday,August,2023,7.559920948616601
Gigi Bohling,USA,Peanut Butter Cubes,321.61,76,Tuesday,May,2023,4.23171052631579
Wilone O'Kielt,USA,Smooth Sliky Salty,511.12,96,Wednesday,January,2023,5.324166666666667
Curtice Advani,India,White Choc,7887.15,335,Tuesday,July,2023,23.543731343283582
Oby Sorrel,New Zealand,Spicy Special Slims,1793.67,13,Saturday,June,2023,137.9746153846154
Beverie Moffet,New Zealand,Peanut Butter Cubes,12129.42,29,Thursday,February,2023,418.25586206896554
Dotty Strutley,New Zealand,99% Dark & Pure,11749.75,213,Tuesday,May,2023,55.163145539906104
Kelci Walkden,India,70% Dark Bites,3967.25,101,Tuesday,June,2023,39.27970297029703
Kelci Walkden,India,Drinking Coco,8105.37,255,Tuesday,July,2023,31.785764705882354
Brien Boise,New Zealand,Drinking Coco,1614.17,106,Tuesday,June,2023,15.22801886792453
Dotty Strutley,Australia,Almond Choco,1613.3,91,Saturday,May,2023,17.728571428571428
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2155.64,281,Tuesday,January,2023,7.671316725978647
Ches Bonnell,New Zealand,Caramel Stuffed Bars,8184.37,43,Friday,June,2023,190.33418604651163
Barr Faughny,Canada,Manuka Honey Choco,3613.32,251,Friday,August,2023,14.39569721115538
Gigi Bohling,New Zealand,Smooth Sliky Salty,801.09,101,Tuesday,January,2023,7.931584158415842
Brien Boise,USA,Manuka Honey Choco,2069.48,8,Tuesday,August,2023,258.685
Roddy Speechley,New Zealand,85% Dark Bars,5096.21,284,Friday,April,2023,17.944401408450705
Oby Sorrel,UK,Smooth Sliky Salty,10573.5,338,Wednesday,May,2023,31.282544378698226
Oby Sorrel,UK,Raspberry Choco,4611.37,322,Saturday,April,2023,14.321024844720496
Roddy Speechley,USA,Drinking Coco,3288.77,148,Tuesday,February,2023,22.221418918918918
Andria Kimpton,Australia,Manuka Honey Choco,10883.13,394,Thursday,March,2023,27.62215736040609
Mallorie Waber,India,Raspberry Choco,1516.56,2,Thursday,March,2023,758.28
Jehu Rudeforth,USA,Orange Choco,391.33,184,Friday,July,2023,2.1267934782608693
Kaine Padly,New Zealand,70% Dark Bites,7969.08,38,Friday,March,2023,209.71263157894737
Curtice Advani,Australia,After Nines,63.71,109,Friday,August,2023,0.5844954128440367
Husein Augar,UK,Almond Choco,8832.33,175,Wednesday,May,2023,50.47045714285714
Kaine Padly,Canada,Choco Coated Almonds,3542.19,180,Thursday,May,2023,19.678833333333333
Roddy Speechley,UK,Peanut Butter Cubes,6052.07,173,Thursday,August,2023,34.983063583815024
Ches Bonnell,New Zealand,Eclairs,543.2,54,Tuesday,April,2023,10.05925925925926
Brien Boise,India,85% Dark Bars,18894.92,201,Wednesday,August,2023,94.00457711442785
Brien Boise,New Zealand,Organic Choco Syrup,689.4,331,Tuesday,January,2023,2.0827794561933533
Andria Kimpton,Canada,White Choc,4435.95,31,Tuesday,February,2023,143.09516129032258
Gigi Bohling,New Zealand,Orange Choco,9111.34,324,Tuesday,May,2023,28.12141975308642
Ches Bonnell,Canada,Smooth Sliky Salty,10369.71,129,Thursday,March,2023,80.38534883720929
Husein Augar,Canada,70% Dark Bites,5833.2,290,Tuesday,January,2023,20.11448275862069
Barr Faughny,Canada,Organic Choco Syrup,1229.96,219,Friday,March,2023,5.616255707762558
Oby Sorrel,UK,Organic Choco Syrup,8839.72,170,Friday,June,2023,51.998352941176464
Van Tuxwell,New Zealand,Eclairs,5747.66,176,Wednesday,March,2023,32.65715909090909
Mallorie Waber,UK,Drinking Coco,3666.04,107,Saturday,May,2023,34.262056074766356
Oby Sorrel,UK,Milk Bars,6853.82,220,Tuesday,July,2023,31.15372727272727
Karlen McCaffrey,New Zealand,Mint Chip Choco,4361.01,59,Thursday,March,2023,73.91542372881356
Jehu Rudeforth,USA,Raspberry Choco,7686.15,141,Saturday,March,2023,54.511702127659575
Kelci Walkden,UK,85% Dark Bars,4188.43,235,Friday,June,2023,17.823106382978725
Kelci Walkden,USA,Almond Choco,5425.24,234,Friday,January,2023,23.184786324786323
Marney O'Breen,Canada,Orange Choco,2896.97,456,Saturday,January,2023,6.353004385964912
Dennison Crosswaite,India,Fruit & Nut Bars,1071.31,23,Saturday,July,2023,46.57869565217391
Brien Boise,Canada,Smooth Sliky Salty,6417.05,497,Saturday,May,2023,12.911569416498994
Barr Faughny,Canada,Baker's Choco Chips,10967.31,172,Friday,February,2023,63.763430232558136
Brien Boise,India,Smooth Sliky Salty,6345.02,28,Saturday,May,2023,226.60785714285717
Jan Morforth,Australia,Drinking Coco,2824.71,25,Saturday,February,2023,112.9884
Brien Boise,India,Spicy Special Slims,1463.67,34,Saturday,January,2023,43.04911764705883
Van Tuxwell,UK,Eclairs,5856.52,115,Thursday,June,2023,50.92626086956522
Wilone O'Kielt,India,Caramel Stuffed Bars,4303.86,282,Friday,January,2023,15.26191489361702
Jehu Rudeforth,UK,After Nines,2047.77,169,Tuesday,June,2023,12.11698224852071
Barr Faughny,Canada,White Choc,4692.36,1,Wednesday,March,2023,4692.36
Gunar Cockshoot,India,Organic Choco Syrup,7302.42,153,Saturday,June,2023,47.728235294117646
Mallorie Waber,Canada,Smooth Sliky Salty,2056.92,103,Tuesday,March,2023,19.97009708737864
Mallorie Waber,India,Eclairs,11032.79,49,Wednesday,April,2023,225.15897959183675
Rafaelita Blaksland,Australia,Raspberry Choco,7773.64,247,Thursday,January,2023,31.472226720647775
Karlen McCaffrey,UK,50% Dark Bites,3843.01,295,Thursday,April,2023,13.027152542372882
Kaine Padly,Australia,50% Dark Bites,9163.79,81,Wednesday,August,2023,113.13320987654322
Gigi Bohling,Australia,Eclairs,7628.59,146,Wednesday,April,2023,52.25061643835617
Oby Sorrel,India,Drinking Coco,18220.59,139,Friday,July,2023,131.08338129496403
Van Tuxwell,New Zealand,Baker's Choco Chips,9828.94,24,Wednesday,March,2023,409.5391666666667
Husein Augar,India,Peanut Butter Cubes,4726.65,5,Tuesday,May,2023,945.3299999999999
Andria Kimpton,Australia,Baker's Choco Chips,344.82,118,Wednesday,August,2023,2.9222033898305084
Madelene Upcott,Canada,Choco Coated Almonds,3451.24,283,Thursday,July,2023,12.195194346289751
Brien Boise,India,70% Dark Bites,5071.49,439,Friday,April,2023,11.55236902050114
Jehu Rudeforth,Canada,White Choc,4719.38,132,Wednesday,January,2023,35.752878787878785
Andria Kimpton,Australia,Almond Choco,3430.58,174,Tuesday,April,2023,19.715977011494253
Dotty Strutley,Canada,After Nines,268.3,239,Tuesday,January,2023,1.1225941422594143
Karlen McCaffrey,USA,Eclairs,991.46,133,Tuesday,August,2023,7.454586466165414
Karlen McCaffrey,Canada,Fruit & Nut Bars,213.45,17,Friday,June,2023,12.555882352941175
Gunar Cockshoot,USA,85% Dark Bars,7586.38,131,Friday,June,2023,57.911297709923666
Dotty Strutley,New Zealand,Raspberry Choco,6192.19,99,Friday,February,2023,62.54737373737373
Marney O'Breen,Canada,Caramel Stuffed Bars,1510.58,602,Thursday,February,2023,2.509269102990033
Dennison Crosswaite,India,Organic Choco Syrup,8693.31,209,Friday,January,2023,41.59478468899521
Camilla Castle,UK,Mint Chip Choco,5509.77,307,Friday,May,2023,17.9471335504886
Brien Boise,USA,70% Dark Bites,1863.2,22,Friday,April,2023,84.69090909090909
Madelene Upcott,Australia,99% Dark & Pure,4822.5,159,Tuesday,August,2023,30.330188679245282
Mallorie Waber,Australia,Eclairs,10856.55,229,Tuesday,August,2023,47.40851528384279
Marney O'Breen,India,99% Dark & Pure,11252.11,159,Saturday,July,2023,70.76798742138365
Husein Augar,USA,Fruit & Nut Bars,1387.72,27,Friday,April,2023,51.39703703703704
Kelci Walkden,Australia,Almond Choco,5509.22,341,Tuesday,May,2023,16.15607038123167
Ches Bonnell,USA,Milk Bars,2444.25,155,Friday,July,2023,15.769354838709678
Jan Morforth,UK,Caramel Stuffed Bars,3175.62,507,Wednesday,August,2023,6.263550295857988
Brien Boise,New Zealand,70% Dark Bites,7900.42,143,Thursday,June,2023,55.24769230769231
Oby Sorrel,India,85% Dark Bars,9072.46,142,Wednesday,July,2023,63.890563380281684
Kaine Padly,New Zealand,Smooth Sliky Salty,8.06,513,Wednesday,April,2023,0.01571150097465887
Gigi Bohling,Australia,70% Dark Bites,1548.54,104,Friday,August,2023,14.889807692307691
Jan Morforth,UK,50% Dark Bites,5501.67,298,Thursday,January,2023,18.461979865771813
Gunar Cockshoot,Canada,White Choc,7685.42,15,Friday,August,2023,512.3613333333334
Jehu Rudeforth,Australia,Spicy Special Slims,5147.77,402,Friday,January,2023,12.80539800995025
Husein Augar,UK,Baker's Choco Chips,3070.43,143,Saturday,April,2023,21.47153846153846
Rafaelita Blaksland,New Zealand,After Nines,1127.5,88,Friday,July,2023,12.8125
Madelene Upcott,New Zealand,Mint Chip Choco,8502.77,4,Saturday,March,2023,2125.6925
Madelene Upcott,UK,70% Dark Bites,5961.02,241,Thursday,February,2023,24.734522821576764
Barr Faughny,Australia,Organic Choco Syrup,2478.33,33,Saturday,January,2023,75.10090909090908
Beverie Moffet,New Zealand,Drinking Coco,1269.56,497,Thursday,January,2023,2.5544466800804826
Beverie Moffet,India,Eclairs,11130.52,144,Friday,June,2023,77.29527777777778
Andria Kimpton,India,Eclairs,2455.09,83,Tuesday,May,2023,29.57939759036145
Gigi Bohling,UK,85% Dark Bars,12764.94,100,Friday,June,2023,127.6494
Roddy Speechley,UK,Raspberry Choco,13351.42,198,Saturday,January,2023,67.43141414141414
Dotty Strutley,UK,Mint Chip Choco,2763.22,223,Friday,July,2023,12.391121076233183
Barr Faughny,Canada,Drinking Coco,6523.34,245,Tuesday,April,2023,26.62587755102041
Oby Sorrel,USA,Milk Bars,1868.25,82,Wednesday,June,2023,22.783536585365855
Oby Sorrel,UK,Orange Choco,8431.83,251,Saturday,April,2023,33.59294820717131
Curtice Advani,Canada,Peanut Butter Cubes,5646.99,64,Friday,May,2023,88.23421875
Gigi Bohling,India,White Choc,1484.67,180,Thursday,April,2023,8.248166666666666
Husein Augar,Canada,Choco Coated Almonds,3859.95,395,Tuesday,August,2023,9.772025316455696
Wilone O'Kielt,India,Choco Coated Almonds,3237.3,227,Tuesday,August,2023,14.261233480176212
Wilone O'Kielt,New Zealand,Baker's Choco Chips,4072.43,64,Saturday,April,2023,63.63171875
Kaine Padly,UK,Choco Coated Almonds,8054.87,118,Thursday,August,2023,68.26161016949152
Dennison Crosswaite,New Zealand,Organic Choco Syrup,420.3,224,Wednesday,January,2023,1.8763392857142858
Kelci Walkden,Canada,After Nines,17073.99,218,Friday,January,2023,78.32105504587156
Van Tuxwell,Australia,Baker's Choco Chips,13624.31,33,Thursday,May,2023,412.85787878787875
Husein Augar,New Zealand,Peanut Butter Cubes,2318.46,235,Thursday,February,2023,9.865787234042553
Kaine Padly,UK,Caramel Stuffed Bars,10740.05,67,Saturday,May,2023,160.29925373134327
Jehu Rudeforth,UK,Drinking Coco,7624.67,422,Friday,February,2023,18.067938388625592
Beverie Moffet,India,Manuka Honey Choco,10168.32,159,Saturday,May,2023,63.95169811320755
Gunar Cockshoot,UK,Choco Coated Almonds,6635.15,141,Friday,June,2023,47.057801418439716
Gunar Cockshoot,UK,Smooth Sliky Salty,860.12,158,Wednesday,March,2023,5.443797468354431
Camilla Castle,Canada,Orange Choco,8671.21,52,Friday,February,2023,166.75403846153844
Jehu Rudeforth,UK,85% Dark Bars,5534.11,63,Friday,July,2023,87.84301587301587
Oby Sorrel,UK,70% Dark Bites,6800.26,187,Thursday,March,2023,36.365026737967916
Kelci Walkden,UK,99% Dark & Pure,3927.83,123,Saturday,August,2023,31.933577235772358
Gigi Bohling,New Zealand,After Nines,5833.8,196,Saturday,January,2023,29.764285714285716
Oby Sorrel,Australia,50% Dark Bites,733.08,147,Saturday,May,2023,4.986938775510204
Oby Sorrel,Canada,50% Dark Bites,7164.51,140,Saturday,June,2023,51.17507142857143
Barr Faughny,USA,White Choc,7900.52,175,Friday,May,2023,45.145828571428574
Rafaelita Blaksland,New Zealand,99% Dark & Pure,3550.76,85,Saturday,March,2023,41.773647058823535
Curtice Advani,Australia,Caramel Stuffed Bars,10281.51,136,Tuesday,February,2023,75.59933823529411
Curtice Advani,New Zealand,85% Dark Bars,5936.81,180,Friday,May,2023,32.98227777777778
Barr Faughny,New Zealand,Smooth Sliky Salty,4552.15,172,Wednesday,January,2023,26.465988372093022
Ches Bonnell,UK,85% Dark Bars,15944.86,11,Wednesday,June,2023,1449.5327272727272
Dennison Crosswaite,Australia,Drinking Coco,7722.58,188,Thursday,July,2023,41.077553191489365
Roddy Speechley,USA,Milk Bars,3105.38,268,Tuesday,May,2023,11.58723880597015
Jan Morforth,India,After Nines,6994.35,179,Tuesday,March,2023,39.074581005586595
Gunar Cockshoot,USA,After Nines,4264.49,252,Tuesday,August,2023,16.922579365079365
Ches Bonnell,India,Orange Choco,1215.3,271,Thursday,February,2023,4.48450184501845
Mallorie Waber,UK,Manuka Honey Choco,8519.37,45,Thursday,June,2023,189.31933333333336
Barr Faughny,Australia,Raspberry Choco,9810.95,105,Saturday,May,2023,93.43761904761905
Wilone O'Kielt,USA,Drinking Coco,1065.63,107,Wednesday,June,2023,9.959158878504674
Wilone O'Kielt,India,Eclairs,3894.68,80,Saturday,February,2023,48.683499999999995
Wilone O'Kielt,India,After Nines,12194.27,252,Friday,August,2023,48.38996031746032
Kelci Walkden,India,99% Dark & Pure,2455.13,236,Wednesday,June,2023,10.403093220338983
Gunar Cockshoot,Canada,Spicy Special Slims,14887.76,12,Wednesday,April,2023,1240.6466666666668
Madelene Upcott,Canada,Peanut Butter Cubes,15276.46,121,Wednesday,July,2023,126.25173553719007
Kaine Padly,New Zealand,Eclairs,13520.48,47,Friday,January,2023,287.66978723404253
Ches Bonnell,New Zealand,Drinking Coco,9195.53,127,Thursday,February,2023,72.40574803149607
Curtice Advani,UK,Drinking Coco,460.98,182,Wednesday,July,2023,2.532857142857143
Kelci Walkden,India,Raspberry Choco,8216.56,257,Friday,June,2023,31.971050583657586
Dotty Strutley,Australia,Choco Coated Almonds,1863.54,277,Thursday,April,2023,6.727581227436823
Kaine Padly,UK,50% Dark Bites,3283.0,72,Tuesday,February,2023,45.59722222222222
Roddy Speechley,Canada,Choco Coated Almonds,5967.18,247,Thursday,May,2023,24.158623481781376
Ches Bonnell,India,50% Dark Bites,12083.5,334,Saturday,April,2023,36.17814371257485
Oby Sorrel,Canada,Peanut Butter Cubes,12397.06,179,Wednesday,June,2023,69.25731843575419
Oby Sorrel,UK,White Choc,1746.01,280,Tuesday,June,2023,6.23575
Barr Faughny,India,After Nines,9021.65,104,Saturday,July,2023,86.74663461538461
Wilone O'Kielt,Canada,Smooth Sliky Salty,5263.45,165,Friday,June,2023,31.89969696969697
Rafaelita Blaksland,India,Mint Chip Choco,15473.0,91,Thursday,January,2023,170.03296703296704
Rafaelita Blaksland,Canada,99% Dark & Pure,5566.57,140,Thursday,March,2023,39.76121428571428
Van Tuxwell,Australia,70% Dark Bites,8111.43,111,Tuesday,January,2023,73.07594594594595
Beverie Moffet,USA,70% Dark Bites,2341.8,117,Tuesday,June,2023,20.015384615384615
Barr Faughny,Canada,Orange Choco,8650.42,19,Friday,June,2023,455.28526315789475
Roddy Speechley,Australia,85% Dark Bars,4444.72,77,Saturday,July,2023,57.723636363636366
Oby Sorrel,India,Spicy Special Slims,12531.37,86,Thursday,June,2023,145.7136046511628
Jan Morforth,UK,Manuka Honey Choco,3558.89,231,Friday,August,2023,15.406450216450216
Kaine Padly,Australia,After Nines,7889.9,300,Saturday,April,2023,26.299666666666667
Wilone O'Kielt,Canada,Fruit & Nut Bars,3589.18,176,Tuesday,August,2023,20.39306818181818
Wilone O'Kielt,UK,Milk Bars,305.39,62,Saturday,August,2023,4.925645161290323
Oby Sorrel,Canada,Fruit & Nut Bars,1896.64,161,Saturday,January,2023,11.780372670807454
Dennison Crosswaite,USA,Baker's Choco Chips,18494.72,298,Friday,August,2023,62.06281879194631
Madelene Upcott,USA,Almond Choco,11103.47,24,Wednesday,May,2023,462.6445833333333
Van Tuxwell,New Zealand,50% Dark Bites,4162.28,11,Tuesday,July,2023,378.3890909090909
Karlen McCaffrey,Canada,Caramel Stuffed Bars,3357.3,308,Thursday,March,2023,10.900324675324676
Madelene Upcott,Australia,Raspberry Choco,7033.52,94,Thursday,July,2023,74.82468085106383
Rafaelita Blaksland,UK,Spicy Special Slims,9896.8,143,Thursday,August,2023,69.20839160839161
Curtice Advani,UK,Peanut Butter Cubes,15653.44,175,Wednesday,March,2023,89.44822857142857
Kelci Walkden,New Zealand,White Choc,7899.31,148,Thursday,April,2023,53.373716216216216
Beverie Moffet,Canada,Fruit & Nut Bars,10644.74,172,Tuesday,February,2023,61.888023255813955
Mallorie Waber,India,White Choc,872.83,224,Wednesday,July,2023,3.8965625000000004
Brien Boise,UK,Drinking Coco,6337.94,128,Friday,January,2023,49.51515625
Jehu Rudeforth,India,Peanut Butter Cubes,31.15,451,Friday,April,2023,0.06906873614190687
Oby Sorrel,USA,Almond Choco,7107.55,142,Friday,May,2023,50.05316901408451
Husein Augar,India,Eclairs,5465.85,56,Thursday,February,2023,97.60446428571429
Brien Boise,UK,Spicy Special Slims,2462.14,60,Thursday,May,2023,41.035666666666664
Oby Sorrel,Australia,Manuka Honey Choco,4194.44,80,Thursday,January,2023,52.430499999999995
Beverie Moffet,India,White Choc,1994.44,299,Tuesday,July,2023,6.670367892976588
Ches Bonnell,India,Almond Choco,12124.05,80,Thursday,April,2023,151.550625
Gigi Bohling,Australia,Smooth Sliky Salty,5884.09,117,Wednesday,January,2023,50.29136752136752
Camilla Castle,USA,85% Dark Bars,2639.16,80,Tuesday,April,2023,32.9895
Camilla Castle,USA,Eclairs,5031.4,401,Saturday,June,2023,12.54713216957606
Madelene Upcott,New Zealand,White Choc,11510.71,56,Tuesday,August,2023,205.54839285714283
Van Tuxwell,India,After Nines,15021.98,211,Tuesday,June,2023,71.19421800947867
Husein Augar,India,Orange Choco,4517.19,40,Friday,June,2023,112.92974999999998
Jehu Rudeforth,India,Almond Choco,10778.53,99,Wednesday,August,2023,108.87404040404041
Karlen McCaffrey,Australia,Raspberry Choco,1145.72,60,Wednesday,August,2023,19.095333333333333
Camilla Castle,New Zealand,99% Dark & Pure,2518.5,45,Saturday,August,2023,55.96666666666667
Gigi Bohling,Australia,Orange Choco,596.63,158,Thursday,March,2023,3.776139240506329
Kelci Walkden,UK,Drinking Coco,1858.71,24,Thursday,April,2023,77.44625
Mallorie Waber,Canada,Caramel Stuffed Bars,5194.28,547,Saturday,June,2023,9.495941499085923
Husein Augar,Australia,Organic Choco Syrup,960.69,155,Wednesday,February,2023,6.198
Brien Boise,Australia,White Choc,5347.12,23,Friday,August,2023,232.48347826086956
Dotty Strutley,India,Peanut Butter Cubes,9805.11,76,Thursday,February,2023,129.0146052631579
Dennison Crosswaite,UK,99% Dark & Pure,13205.42,26,Tuesday,May,2023,507.90076923076924
Gigi Bohling,New Zealand,50% Dark Bites,5929.2,65,Thursday,June,2023,91.21846153846154
